Id,SalePrice
1846,155216.67
1847,152254.52
1848,55007.027
1849,111675.9
1850,122344.66
1851,152131.83
1852,131289.64
1853,130393.62
1854,170180.0
1855,145299.39
1856,222435.75
1857,170202.0
1858,136524.38
1859,122407.914
1860,150073.02
1861,122186.63
1862,293870.56
1863,284503.88
1864,284503.88
1865,326258.16
1866,333827.8
1867,243445.81
1868,303568.94
1869,201798.67
1870,249240.02
1871,255144.5
1872,169939.38
1873,235877.48
1874,140652.84
1875,202617.11
1876,193437.5
1877,207735.7
1878,205335.56
1879,135404.92
1880,135465.23
1881,234977.33
1882,251120.52
1883,198685.75
1884,210960.25
1885,258663.02
1886,305644.94
1887,200605.14
1888,275709.8
1889,163592.2
1890,130954.39
1891,141511.94
1892,105653.01
1893,133848.8
1894,125320.74
1895,138719.16
1896,126729.08
1897,111127.945
1898,107511.1
1899,156602.11
1900,154259.14
1901,175379.75
1902,142324.66
1903,220093.33
1904,150009.95
1905,192717.23
1906,175217.88
1907,204560.3
1908,121040.11
1909,140422.73
1910,127600.01
1911,213477.0
1912,289933.97
1913,144103.5
1914,61423.65
1915,335407.94
1916,67003.8
1917,262802.72
1918,137059.86
1919,163792.44
1920,137910.67
1921,415643.8
1922,323840.9
1923,215573.31
1924,228071.66
1925,213291.78
1926,391749.66
1927,136654.02
1928,157495.28
1929,125330.79
1930,135219.66
1931,140466.69
1932,133777.72
1933,176563.42
1934,179164.83
1935,172975.69
1936,186574.48
1937,179745.81
1938,169384.83
1939,248342.72
1940,189734.84
1941,171557.81
1942,187141.52
1943,201411.67
1944,331159.97
1945,390864.72
1946,155345.02
1947,322188.84
1948,171504.47
1949,242464.5
1950,178957.02
1951,264214.84
1952,228542.66
1953,166445.55
1954,193855.83
1955,130141.92
1956,286865.62
1957,153071.72
1958,310523.97
1959,131443.36
1960,117605.016
1961,119564.63
1962,98680.15
1963,105528.055
1964,107826.56
1965,151441.33
1966,151138.48
1967,308241.03
1968,437001.72
1969,404173.4
1970,461683.44
1971,468205.66
1972,372257.72
1973,265645.88
1974,314225.44
1975,501066.22
1976,275353.44
1977,356479.53
1978,367718.94
1979,320593.7
1980,193806.9
1981,346262.6
1982,235461.83
1983,209101.75
1984,168932.42
1985,211628.75
1986,204544.11
1987,184136.08
1988,174957.47
1989,190214.75
1990,218286.19
1991,242489.06
1992,208485.52
1993,169118.62
1994,232059.42
1995,182534.61
1996,234444.52
1997,318782.94
1998,328683.3
1999,257043.86
2000,310437.53
2001,261857.47
2002,232900.52
2003,242054.17
2004,267181.9
2005,229271.05
2006,238271.81
2007,245215.98
2008,213948.14
2009,191706.66
2010,190279.25
2011,144034.64
2012,177249.48
2013,182931.44
2014,187510.84
2015,201424.8
2016,192504.39
2017,202145.03
2018,123498.15
2019,133983.97
2020,112091.96
2021,111163.26
2022,181045.08
2023,139335.73
2024,232363.72
2025,379794.06
2026,176375.11
2027,150734.02
2028,152097.62
2029,173061.7
2030,275737.2
2031,253985.34
2032,278026.12
2033,266361.66
2034,163154.55
2035,210478.36
2036,183553.77
2037,196408.06
2038,315385.25
2039,224612.39
2040,383434.34
2041,279208.5
2042,202728.42
2043,172912.44
2044,170707.8
2045,218821.03
2046,133313.0
2047,147474.92
2048,136708.25
2049,133111.56
2050,184119.66
2051,109650.38
2052,130496.42
2053,147977.23
2054,88347.22
2055,159417.62
2056,134288.86
2057,122020.93
2058,234234.27
2059,129992.016
2060,172301.97
2061,183849.78
2062,135674.84
2063,114071.84
2064,138520.23
2065,125136.95
2066,173626.33
2067,125159.83
2068,127784.93
2069,86029.22
2070,113497.11
2071,91222.3
2072,130391.23
2073,140977.45
2074,180456.36
2075,145352.4
2076,121622.56
2077,152453.89
2078,130267.95
2079,130491.8
2080,117395.234
2081,121885.74
2082,129486.875
2083,143017.8
2084,113560.445
2085,124218.195
2086,118372.984
2087,117572.516
2088,98489.33
2089,79131.58
2090,132090.42
2091,122014.945
2092,127069.42
2093,131084.08
2094,131782.47
2095,152572.56
2096,77169.67
2097,97546.51
2098,146922.7
2099,63590.54
2100,95730.13
2101,122769.33
2102,124335.47
2103,102068.4
2104,123798.37
2105,126281.94
2106,64239.93
2107,228351.3
2108,119573.62
2109,114218.984
2110,134194.25
2111,151940.1
2112,136929.75
2113,121673.94
2114,106980.43
2115,157143.42
2116,121356.09
2117,149111.1
2118,119009.72
2119,102098.64
2120,114351.88
2121,109916.766
2122,108066.4
2123,79988.17
2124,165908.7
2125,121849.15
2126,156006.33
2127,152437.81
2128,125651.46
2129,107117.62
2130,140164.0
2131,153592.03
2132,118809.84
2133,123156.61
2134,118779.66
2135,100191.195
2136,75922.84
2137,113518.266
2138,133577.06
2139,152666.23
2140,140806.2
2141,147900.02
2142,130774.11
2143,140301.48
2144,115500.73
2145,138695.95
2146,161487.08
2147,140610.1
2148,126736.336
2149,140915.05
2150,231379.66
2151,126031.234
2152,183842.16
2153,162526.33
2154,110300.8
2155,128225.3
2156,241507.39
2157,231805.11
2158,244280.36
2159,214933.44
2160,169741.22
2161,242125.31
2162,465970.28
2163,346055.0
2164,253325.31
2165,181417.06
2166,146973.38
2167,213245.9
2168,210902.58
2169,195634.69
2170,220121.8
2171,143857.22
2172,134009.33
2173,161864.89
2174,238532.33
2175,304068.3
2176,334239.66
2177,242979.58
2178,212972.52
2179,141616.38
2180,204836.17
2181,185356.61
2182,220407.08
2183,194436.84
2184,130955.96
2185,116610.414
2186,143785.92
2187,152779.75
2188,159221.45
2189,201312.78
2190,84572.79
2191,86469.18
2192,93851.61
2193,105747.3
2194,101904.07
2195,114298.33
2196,102015.24
2197,115667.234
2198,158844.95
2199,177531.94
2200,145807.45
2201,142752.58
2202,209537.28
2203,152877.25
2204,191517.25
2205,111589.06
2206,148749.36
2207,226913.89
2208,252608.42
2209,206721.31
2210,128310.945
2211,113193.195
2212,111350.91
2213,107063.59
2214,128328.23
2215,105854.195
2216,142010.05
2217,84719.18
2218,77173.57
2219,68374.18
2220,72939.78
2221,336484.56
2222,250555.98
2223,274297.9
2224,213367.7
2225,124537.88
2226,173277.56
2227,196333.9
2228,278145.16
2229,245295.73
2230,153162.7
2231,211204.03
2232,175676.81
2233,171510.0
2234,255871.62
2235,210433.08
2236,276550.34
2237,359100.22
2238,205912.44
2239,114494.42
2240,158565.42
2241,164595.3
2242,129309.125
2243,126510.54
2244,105542.19
2245,103708.05
2246,147311.9
2247,109630.445
2248,125701.77
2249,126667.98
2250,135790.17
2251,122555.7
2252,171520.97
2253,158024.5
2254,177497.98
2255,187354.11
2256,183930.67
2257,195455.34
2258,169984.56
2259,174386.88
2260,160778.3
2261,181159.17
2262,208594.66
2263,341738.28
2264,418787.47
2265,180212.62
2266,300309.1
2267,368108.22
2268,387319.94
2269,150927.86
2270,185289.73
2271,235473.42
2272,194015.2
2273,164337.3
2274,172315.33
2275,163077.8
2276,186180.34
2277,180239.88
2278,149369.92
2279,131221.17
2280,125007.05
2281,169997.62
2282,181447.78
2283,99648.195
2284,108921.414
2285,148974.05
2286,127769.51
2287,349673.53
2288,272204.44
2289,393657.1
2290,457248.16
2291,318883.7
2292,436830.53
2293,482211.47
2294,389794.94
2295,449796.9
2296,281164.38
2297,322037.72
2298,318918.66
2299,401464.44
2300,328496.25
2301,282069.7
2302,233978.06
2303,238534.86
2304,240323.03
2305,179384.66
2306,177139.72
2307,185857.62
2308,220325.8
2309,287978.12
2310,212776.97
2311,195051.4
2312,173391.61
2313,173149.61
2314,172339.48
2315,175370.23
2316,183680.7
2317,182371.23
2318,177019.45
2319,173424.9
2320,191645.08
2321,246442.64
2322,173273.67
2323,183975.0
2324,169808.62
2325,208675.08
2326,167580.28
2327,212487.8
2328,230783.84
2329,183526.81
2330,174690.66
2331,361695.4
2332,434077.94
2333,319725.3
2334,258079.58
2335,252705.06
2336,330718.78
2337,204463.6
2338,291641.84
2339,212276.42
2340,390204.6
2341,209874.95
2342,236927.08
2343,222225.7
2344,228456.9
2345,234376.08
2346,224284.72
2347,204585.2
2348,241017.56
2349,163316.14
2350,289215.3
2351,255716.2
2352,243233.11
2353,227404.61
2354,137216.92
2355,159277.9
2356,151830.7
2357,196665.36
2358,197912.64
2359,122821.23
2360,119277.234
2361,142549.34
2362,278807.06
2363,140247.03
2364,158322.28
2365,235279.64
2366,184812.88
2367,217693.03
2368,212919.33
2369,218935.88
2370,174823.22
2371,173589.97
2372,188106.75
2373,274426.4
2374,291784.0
2375,257139.6
2376,270703.3
2377,360853.72
2378,141042.06
2379,193482.31
2380,141137.3
2381,158771.53
2382,193498.61
2383,205934.56
2384,246859.98
2385,160534.62
2386,136229.4
2387,139912.72
2388,99894.445
2389,127331.39
2390,138733.44
2391,143440.02
2392,117080.76
2393,166282.42
2394,145976.06
2395,207284.84
2396,141217.5
2397,217661.3
2398,127274.836
2399,56456.08
2400,60129.992
2401,116705.3
2402,141409.31
2403,129173.22
2404,145539.08
2405,161377.89
2406,141929.94
2407,128949.336
2408,141180.95
2409,129451.016
2410,166072.3
2411,123157.69
2412,159871.31
2413,135718.55
2414,140393.98
2415,126354.125
2416,129946.26
2417,135708.8
2418,129429.22
2419,121480.63
2420,125768.734
2421,152022.39
2422,117915.39
2423,129397.914
2424,155953.28
2425,198932.3
2426,125237.67
2427,137566.97
2428,175383.3
2429,118021.086
2430,129347.31
2431,107010.48
2432,143172.3
2433,148850.84
2434,139472.81
2435,145962.34
2436,109763.97
2437,112164.51
2438,125291.39
2439,107129.71
2440,121188.125
2441,98751.17
2442,100434.85
2443,119390.34
2444,125238.17
2445,77432.266
2446,125308.86
2447,203060.89
2448,134095.08
2449,108368.16
2450,149448.1
2451,125969.516
2452,206912.84
2453,95258.74
2454,131130.02
2455,113224.38
2456,138015.03
2457,125310.86
2458,111314.55
2459,108416.84
2460,140122.47
2461,118378.26
2462,138067.14
2463,123894.51
2464,174331.25
2465,133828.14
2466,111871.24
2467,144214.38
2468,74724.05
2469,72579.42
2470,176348.58
2471,205768.45
2472,164483.58
2473,120076.55
2474,91953.45
2475,219266.89
2476,112301.67
2477,130621.72
2478,156081.0
2479,109140.125
2480,147925.89
2481,121110.23
2482,130768.08
2483,116947.05
2484,122080.5
2485,126512.9
2486,155071.0
2487,179775.66
2488,157456.11
2489,146699.83
2490,153745.5
2491,87874.37
2492,177962.34
2493,145001.52
2494,160615.92
2495,85249.7
2496,236727.52
2497,149434.75
2498,114005.58
2499,94774.9
2500,126142.08
2501,135599.84
2502,149705.52
2503,97700.94
2504,183251.78
2505,225553.27
2506,256023.0
2507,297622.72
2508,255347.36
2509,216033.06
2510,229778.5
2511,181418.05
2512,214685.9
2513,216220.02
2514,248805.48
2515,150404.23
2516,161028.1
2517,138980.55
2518,147937.17
2519,223907.17
2520,207925.25
2521,187903.67
2522,223351.66
2523,126990.09
2524,137272.2
2525,147122.9
2526,135894.95
2527,112780.71
2528,127809.31
2529,139192.7
2530,120704.14
2531,244857.39
2532,225007.58
2533,198680.06
2534,235766.62
2535,316327.94
2536,239787.14
2537,236643.83
2538,179220.66
2539,186501.39
2540,173274.47
2541,180132.98
2542,160624.38
2543,127335.484
2544,126949.37
2545,130626.02
2546,133082.94
2547,139297.5
2548,155559.06
2549,161314.08
2550,267113.4
2551,142199.62
2552,127191.11
2553,78206.86
2554,110704.94
2555,117920.01
2556,100666.65
2557,106764.28
2558,164305.7
2559,135273.16
2560,136166.89
2561,143441.02
2562,136197.89
2563,152273.11
2564,188216.25
2565,137775.89
2566,163308.69
2567,131047.31
2568,202839.61
2569,203660.36
2570,126196.86
2571,174253.67
2572,175454.36
2573,229385.5
2574,285549.22
2575,130167.09
2576,124946.77
2577,159258.9
2578,87148.17
2579,75463.016
2580,122192.45
2581,121793.77
2582,113207.36
2583,280377.25
2584,161630.58
2585,181235.23
2586,210158.66
2587,192959.17
2588,155954.11
2589,146529.67
2590,220705.81
2591,226471.06
2592,211446.94
2593,254847.81
2594,179023.44
2595,199476.58
2596,329412.72
2597,177108.6
2598,268928.5
2599,319040.53
2600,175029.95
2601,143463.89
2602,81524.016
2603,99405.66
2604,87821.99
2605,74825.85
2606,147805.0
2607,179260.48
2608,207156.23
2609,168751.2
2610,115838.63
2611,135889.17
2612,150219.22
2613,132803.3
2614,129698.39
2615,149501.03
2616,140942.39
2617,174736.81
2618,185491.47
2619,203169.27
2620,186061.2
2621,178830.67
2622,185039.03
2623,235683.36
2624,281521.25
2625,309581.12
2626,167007.05
2627,170720.67
2628,459226.4
2629,589481.0
2630,366323.8
2631,456540.8
2632,455035.0
2633,317861.97
2634,401219.0
2635,152414.52
2636,183365.81
2637,176939.67
2638,251637.66
2639,188358.53
2640,151513.83
2641,104383.336
2642,194551.34
2643,109289.77
2644,127560.4
2645,102162.11
2646,95610.19
2647,101445.47
2648,141987.89
2649,148434.2
2650,146402.11
2651,148944.64
2652,437586.66
2653,243745.16
2654,249171.28
2655,338987.88
2656,296365.78
2657,336951.94
2658,282168.28
2659,315858.1
2660,340803.7
2661,322753.2
2662,318435.28
2663,278050.1
2664,279952.78
2665,326902.84
2666,290089.62
2667,165126.12
2668,179902.72
2669,175782.89
2670,287619.9
2671,181996.75
2672,184247.22
2673,205475.45
2674,198471.75
2675,173615.52
2676,185385.7
2677,193904.22
2678,253633.06
2679,279253.0
2680,274925.53
2681,419433.16
2682,341395.25
2683,510519.12
2684,319965.7
2685,360718.7
2686,253925.92
2687,342732.7
2688,225777.52
2689,217207.47
2690,485364.75
2691,188857.8
2692,135935.11
2693,196739.8
2694,135542.95
2695,188460.23
2696,183763.33
2697,187444.67
2698,192291.67
2699,180617.64
2700,163710.6
2701,146927.44
2702,113918.25
2703,143092.33
2704,140554.78
2705,122865.89
2706,119792.61
2707,126567.77
2708,136390.34
2709,117758.516
2710,127732.43
2711,291585.62
2712,389465.9
2713,172183.31
2714,153067.88
2715,173368.19
2716,157781.58
2717,184471.56
2718,231009.42
2719,155109.28
2720,169925.72
2721,137954.25
2722,154315.03
2723,148497.88
2724,130945.3
2725,134612.1
2726,144182.03
2727,176705.8
2728,167572.17
2729,152070.64
2730,144237.47
2731,126022.6
2732,125519.08
2733,157338.83
2734,138245.95
2735,135358.44
2736,138129.73
2737,125791.55
2738,129097.02
2739,157009.39
2740,141216.1
2741,147735.5
2742,150621.89
2743,147980.92
2744,152802.77
2745,139113.55
2746,140695.28
2747,156180.48
2748,120982.586
2749,129516.664
2750,140243.75
2751,138019.9
2752,204240.02
2753,149928.16
2754,216018.44
2755,129190.77
2756,103684.945
2757,75375.59
2758,86771.52
2759,161193.48
2760,122321.984
2761,143767.22
2762,147204.62
2763,192328.92
2764,162454.11
2765,266969.5
2766,143039.3
2767,90443.74
2768,128882.39
2769,131895.38
2770,147213.28
2771,115409.305
2772,120187.9
2773,150365.44
2774,136344.69
2775,127222.3
2776,144135.89
2777,145676.02
2778,119042.69
2779,122610.13
2780,96164.73
2781,97310.086
2782,93068.85
2783,104388.29
2784,126415.76
2785,133746.2
2786,75387.65
2787,119901.305
2788,76237.52
2789,201312.31
2790,89572.95
2791,113326.414
2792,56191.453
2793,175608.06
2794,102616.92
2795,120147.27
2796,102534.914
2797,200470.11
2798,121128.5
2799,114321.82
2800,66544.67
2801,111400.26
2802,137096.06
2803,158199.9
2804,143522.88
2805,97980.44
2806,78736.75
2807,151117.61
2808,148178.89
2809,133782.48
2810,135729.83
2811,153923.66
2812,148620.55
2813,148688.88
2814,152314.62
2815,103189.25
2816,246978.39
2817,147739.92
2818,129554.21
2819,174055.83
2820,132065.78
2821,99438.875
2822,203229.95
2823,268517.8
2824,183778.31
2825,154876.98
2826,128930.79
2827,140176.7
2828,218949.8
2829,181657.05
2830,228740.88
2831,182276.03
2832,236706.0
2833,306276.2
2834,217791.58
2835,216669.17
2836,191514.4
2837,159685.08
2838,146647.17
2839,182267.9
2840,200006.23
2841,206423.61
2842,224349.75
2843,146913.86
2844,158584.3
2845,121921.73
2846,211228.88
2847,200993.12
2848,223412.67
2849,208032.69
2850,279671.75
2851,238224.0
2852,225879.94
2853,241576.31
2854,142732.03
2855,201659.84
2856,204339.47
2857,188680.06
2858,200453.52
2859,126220.695
2860,127621.234
2861,128659.016
2862,193983.12
2863,126654.17
2864,248561.34
2865,143086.94
2866,136259.2
2867,95055.836
2868,103674.77
2869,109766.53
2870,132428.19
2871,91440.92
2872,53225.14
2873,103372.2
2874,140400.42
2875,114389.74
2876,157346.42
2877,140857.2
2878,171094.08
2879,142721.31
2880,96442.72
2881,153288.98
2882,171861.86
2883,183250.73
2884,195051.16
2885,201276.39
2886,215041.27
2887,99042.98
2888,131784.81
2889,52789.98
2890,84896.39
2891,133095.38
2892,50146.63
2893,93729.375
2894,50822.18
2895,334093.66
2896,280975.56
2897,213160.89
2898,149393.3
2899,221265.78
2900,159414.52
2901,205720.61
2902,182695.67
2903,357271.6
2904,355356.66
2905,107184.06
2906,202988.8
2907,113037.336
2908,133176.62
2909,138233.0
2910,81138.92
2911,81669.06
2912,146707.84
2913,83582.11
2914,79076.5
2915,84209.46
2916,80573.766
2917,166559.36
2918,120450.07
2919,223859.03
